"Country","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099","2100"
"Senegal","14174740","14578450","14993514","15419354","15854324","16296362","16743930","17196308","17653669","18116526","18585815","19062244","19545826","20036323","20533936","21038921","21551461","22071533","22599124","23134328","23677238","24227854","24786138","25351821","25924427","26503327","27087986","27678063","28273347","28873556","29478374","30087549","30700804","31317828","31938161","32561309","33186850","33814477","34443988","35075461","35709021","36344727","36982516","37622064","38263020","38904908","39547370","40190110","40833060","41476327","42120142","42764597","43409624","44054909","44699970","45344244","45987237","46628596","47268206","47906109","48542449","49177206","49810252","50441145","51069369","51694252","52315237","52931976","53544225","54151687","54754051","55351057","55942448","56527938","57107256","57680092","58246197","58805383","59357533","59902566","60440431","60971079","61494486","62010648","62519520","63021097","63515357"
"Serbia","8898284","8876777","8853963","8829623","8802741","8772228","8737370","8683169","8625667","8565247","8502231","8436870","8369363","8299829","8228351","8154962","8079719","8002735","7924266","7844646","7764309","7683620","7602766","7521805","7440789","7359706","7278559","7197396","7116282","7035315","6954580","6874111","6793935","6713987","6634131","6554140","6473849","6393235","6312245","6230743","6148597","6065693","5981984","5897469","5812214","5726267","5639697","5552531","5464825","5376688","5288320","5199822","5111302","5022813","4934436","4846305","4758498","4671090","4584120","4497641","4411652","4326170","4241234","4156875","4073132","3989993","3907478","3825593","3744370","3663800","3583872","3504581","3425955","3347996","3270693","3194046","3118069","3042760","2968130","2894201","2821011","2748573","2676916","2606054","2536016","2466831","2398487"
"Seychelles","94214","94981","95711","96418","97094","97741","98340","98910","99433","99912","100357","100783","101175","101548","101889","102229","102538","102836","103107","103384","103622","103866","104082","104270","104451","104601","104728","104833","104912","104967","104990","104986","104949","104900","104814","104699","104561","104397","104211","103993","103772","103527","103272","103002","102726","102429","102132","101830","101536","101233","100918","100609","100304","100002","99698","99390","99093","98795","98491","98187","97889","97586","97288","96983","96676","96380","96055","95744","95423","95105","94771","94441","94094","93740","93393","93021","92651","92267","91885","91468","91057","90633","90196","89749","89292","88824","88327"
"Sierra Leone","7017153","7171909","7328846","7488427","7650149","7813207","7976985","8141343","8306442","8472212","8638684","8805824","8973539","9141700","9310309","9479307","9648679","9818353","9988223","10158154","10327979","10497558","10666767","10835532","11003793","11171521","11338668","11505127","11670776","11835409","11998801","12160743","12321121","12479820","12636745","12791790","12944875","13095875","13244689","13391235","13535402","13677098","13816245","13952758","14086556","14217583","14345791","14471100","14593417","14712663","14828703","14941440","15050827","15156801","15259286","15358217","15453538","15545191","15633173","15717471","15798098","15875047","15948322","16017933","16083880","16146174","16204831","16259866","16311319","16359214","16403626","16444595","16482193","16516410","16547304","16574822","16598989","16619848","16637504","16652024","16663532","16672162","16677978","16681122","16681638","16679643","16675197"
"Singapore","5525628","5592143","5653625","5708042","5757503","5804343","5850343","5891857","5930357","5965988","5998821","6028891","6056246","6080833","6102625","6121545","6137525","6150571","6160758","6168270","6173338","6176116","6176740","6175183","6171420","6165362","6156971","6146298","6133415","6118411","6101378","6082409","6061589","6038986","6014675","5988749","5961291","5932393","5902142","5870655","5838063","5804465","5769965","5734642","5698564","5661835","5624538","5586731","5548491","5509885","5471016","5431933","5392693","5353360","5313970","5274538","5235094","5195669","5156329","5117116","5078106","5039334","5000863","4962704","4924861","4887336","4850141","4813279","4776800","4740700","4704983","4669661","4634777","4600323","4566394","4532987","4500146","4467939","4436394","4405580","4375531","4346335","4318046","4290724","4264459","4239313","4215386"
"Sint Maarten (Dutch part)","38872","39967","40812","41444","41936","42389","42882","43421","43970","44540","45091","45632","46145","46656","47149","47614","48074","48515","48949","49366","49769","50156","50529","50890","51246","51594","51933","52267","52594","52913","53236","53545","53853","54147","54440","54734","55024","55307","55582","55859","56126","56410","56667","56926","57200","57459","57711","57981","58229","58500","58755","59026","59289","59547","59816","60093","60369","60646","60938","61221","61508","61797","62085","62383","62678","62977","63271","63570","63870","64167","64463","64764","65053","65339","65633","65931","66218","66512","66812","67103","67395","67694","67996","68298","68604","68904","69222"
"Slovakia","5428798","5435614","5442001","5447903","5453017","5457012","5459643","5454270","5446078","5435289","5422097","5406686","5389135","5369517","5347875","5324222","5298591","5271030","5241745","5210976","5179041","5146190","5112591","5078294","5043361","5007821","4971713","4935103","4898065","4860679","4823006","4785095","4746970","4708643","4670083","4631252","4592105","4552641","4512822","4472567","4431730","4390230","4348044","4305164","4261539","4217128","4171894","4125861","4079067","4031563","3983455","3934798","3885667","3836154","3786390","3736570","3686834","3637290","3587997","3539087","3490662","3442826","3395633","3349145","3303431","3258534","3214480","3171309","3129019","3087591","3047000","3007200","2968178","2929900","2892330","2855354","2818940","2783012","2747524","2712435","2677728","2643312","2609142","2575158","2541267","2507374","2473395"
"Slovenia","2067488","2071199","2074205","2076395","2077836","2078654","2078932","2076840","2073673","2069571","2064629","2058941","2052582","2045613","2038081","2030016","2021445","2012384","2002941","1993161","1983156","1972980","1962689","1952275","1941738","1931023","1920117","1909019","1897737","1886257","1874559","1862631","1850451","1838036","1825373","1812475","1799325","1785916","1772260","1758369","1744242","1729900","1715316","1700542","1685584","1670466","1655227","1639874","1624430","1608931","1593417","1577911","1562426","1546996","1531662","1516429","1501364","1486456","1471738","1457232","1442961","1428944","1415205","1401756","1388591","1375738","1363207","1350998","1339102","1327511","1316192","1305134","1294328","1283735","1273348","1263111","1252979","1242933","1232946","1223005","1213078","1203146","1193174","1183133","1172984","1162686","1152188"
"Solomon Islands","587079","603133","619438","636030","652856","669821","686878","703995","721164","738416","755823","773422","791210","809198","827409","845872","864603","883632","902930","922535","942429","962628","983122","1003907","1024952","1046218","1067654","1089272","1111051","1132985","1155068","1177281","1199622","1222085","1244661","1267370","1290214","1313190","1336277","1359482","1382746","1406082","1429447","1452873","1476340","1499862","1523443","1547110","1570822","1594564","1618353","1642145","1665941","1689740","1713543","1737349","1761173","1784989","1808802","1832586","1856321","1880003","1903600","1927122","1950528","1973809","1996922","2019856","2042606","2065160","2087508","2109661","2131599","2153291","2174745","2195939","2216864","2237514","2257866","2277922","2297690","2317150","2336299","2355145","2373680","2391888","2409767"
"Somalia","13423571","13797204","14185635","14589165","15008225","15442906","15893219","16359500","16841805","17339387","17851255","18376519","18914825","19465985","20029453","20604653","21191041","21788274","22396036","23013815","23641068","24277388","24922534","25576422","26239058","26910531","27590986","28280256","28978406","29685864","30403282","31131080","31869268","32617629","33376074","34144420","34922449","35709924","36506461","37311478","38124208","38943961","39770259","40602627","41440315","42282477","43128355","43977409","44829173","45683185","46539025","47396258","48254521","49113409","49972480","50831297","51689495","52546642","53402511","54257260","55111234","55964540","56817059","57668253","58517535","59364126","60207347","61046752","61882032","62712813","63538760","64359492","65174592","65983541","66785870","67581103","68368720","69148219","69919136","70680965","71433238","72175417","72907008","73627459","74336227","75032744","75716429"
"South Africa","54544184","55386369","56207649","57009751","57792520","58558267","59308690","60041996","60756134","61452696","62134218","62802682","63458390","64101027","64731152","65349369","65956090","66551675","67136191","67709278","68270351","68818976","69354996","69878512","70389621","70888529","71375306","71849863","72311943","72761192","73197186","73619546","74028114","74422698","74802859","75168063","75517909","75852294","76171202","76474565","76762382","77034739","77291703","77533496","77760484","77973169","78172048","78357477","78529796","78689525","78837173","78973286","79098295","79212712","79317154","79412327","79498839","79577119","79647578","79710798","79767418","79817951","79862739","79901925","79935562","79963658","79986092","80003021","80014494","80020279","80020100","80013715","80001124","79982367","79957312","79925819","79887795","79843289","79792455","79735550","79672830","79604599","79531145","79452755","79369724","79282324","79190832"
"South Sudan","10554882","10715657","10832520","10910774","10975924","11062114","11193729","11381377","11618517","11891023","12176471","12458298","12733035","13005726","13278371","13555245","13839272","14130090","14425424","14724362","15025658","15328327","15631924","15936416","16241858","16548472","16856408","17165512","17475469","17786075","18097095","18408335","18719596","19030793","19341779","19652471","19962715","20272394","20581349","20889480","21196654","21502756","21807646","22111156","22413119","22713409","23011842","23308284","23602547","23894357","24183427","24469516","24752383","25031941","25308063","25580694","25849734","26115059","26376505","26633951","26887211","27136188","27380716","27620728","27856092","28086714","28312481","28533363","28749246","28960007","29165473","29365531","29560111","29749188","29932938","30111551","30285175","30453851","30617522","30776097","30929434","31077462","31220132","31357449","31489464","31616290","31738064"
"Spain","46777927","46671919","46634131","46647425","46692863","46736782","46754783","46688666","46602607","46498931","46379712","46246703","46101338","45944736","45777753","45601050","45415181","45220829","45018971","44810888","44598014","44381392","44161563","43938452","43711641","43480322","43243821","43001873","42754281","42500371","42239313","41970345","41693138","41407205","41111525","40804864","40486310","40155605","39812790","39457738","39090440","38711091","38319931","37917537","37504838","37082991","36653172","36216301","35773367","35325706","34874805","34422136","33968797","33516066","33065687","32619553","32179373","31746131","31320743","30904627","30499260","30105752","29724648","29356063","28999974","28656114","28324073","28003703","27694441","27394813","27102965","26817251","26536899","26261243","25989044","25718949","25449822","25180880","24911598","24641668","24370872","24099040","23825956","23551371","23275009","22996552","22715652"
"Sri Lanka","20788512","20908024","21021177","21128028","21228760","21323734","21413250","21497306","21575844","21648987","21716868","21779683","21837412","21890192","21938404","21982568","22023018","22059907","22093105","22122230","22146777","22166314","22180723","22190020","22194093","22192856","22186243","22174216","22156712","22133616","22104808","22070206","22029825","21983798","21932304","21875608","21813964","21747507","21676408","21600922","21521431","21438204","21351418","21261276","21167904","21071520","20972255","20870260","20765667","20658531","20548877","20436766","20322271","20205491","20086441","19965175","19841712","19716114","19588439","19458772","19327216","19193850","19058702","18921808","18783237","18643067","18501357","18358100","18213294","18066870","17918689","17768665","17616778","17463015","17307283","17149462","16989478","16827284","16662919","16496400","16327815","16157195","15984610","15810088","15633677","15455377","15275209"
"Sudan","37977657","38902948","39847433","40813398","41801532","42813237","43849269","44909351","45992018","47095255","48216429","49353477","50505221","51671307","52851431","54045559","55253531","56474670","57708033","58952794","60208072","61473010","62746985","64029386","65319421","66616292","67919277","69227768","70541336","71859598","73182241","74508989","75839512","77173480","78510550","79850417","81192821","82537311","83883750","85232582","86584468","87939765","89298375","90659628","92022607","93386116","94749119","96110943","97471147","98829195","100184544","101536631","102884814","104228362","105566359","106897842","108221908","109537890","110845206","112143086","113430778","114707596","115973006","117226581","118467861","119696490","120912127","122114460","123303231","124478340","125639776","126787511","127921414","129041368","130147433","131239699","132318242","133383053","134434107","135471320","136494626","137503962","138499335","139480793","140448351","141402164","142342356"
"Sudan (former)","48532539","49618605","50679953","51724172","52777456","53875351","55042998","56290728","57610535","58986278","60392900","61811775","63238256","64677033","66129802","67600804","69092803","70604760","72133457","73677156","75233730","76801337","78378909","79965802","81561279","83164764","84775685","86393280","88016805","89645673","91279336","92917324","94559108","96204273","97852329","99502888","101155536","102809705","104465099","106122062","107781122","109442521","111106021","112770784","114435726","116099525","117760961","119419227","121073694","122723552","124367971","126006147","127637197","129260303","130874422","132478536","134071642","135652949","137221711","138777037","140317989","141843784","143353722","144847309","146323953","147783204","149224608","150647823","152052477","153438347","154805249","156153042","157481525","158790556","160080371","161351250","162603417","163836904","165051629","166247417","167424060","168581424","169719467","170838242","171937815","173018454","174080420"
"Suriname","553278","559136","564883","570501","575987","581363","586634","591798","596838","601750","606533","611190","615703","620092","624340","628440","632399","636218","639885","643410","646771","649992","653060","655965","658716","661320","663766","666061","668211","670212","672066","673777","675333","676752","678044","679203","680234","681164","681972","682672","683236","683712","684062","684301","684442","684485","684430","684287","684061","683753","683334","682828","682217","681510","680705","679813","678831","677765","676594","675351","674009","672564","671038","669422","667708","665921","664037","662086","660060","657953","655787","653536","651230","648856","646417","643920","641366","638755","636098","633386","630625","627817","624965","622070","619122","616147","613122"
"Swaziland","1095022","1104038","1113994","1124808","1136274","1148133","1160164","1172369","1184821","1197512","1210452","1223690","1237128","1250835","1265206","1280756","1297837","1316587","1336812","1358082","1379774","1401417","1422860","1444139","1465264","1486330","1507374","1528337","1549144","1569731","1590036","1610024","1629652","1648917","1667795","1686303","1704428","1722170","1739508","1756465","1773030","1789226","1805052","1820502","1835575","1850279","1864598","1878548","1892119","1905327","1918159","1930621","1942716","1954446","1965803","1976778","1987362","1997568","2007383","2016826","2025901","2034624","2043004","2051032","2058702","2066021","2072996","2079604","2085858","2091780","2097362","2102603","2107522","2112115","2116393","2120351","2123976","2127288","2130297","2133016","2135463","2137649","2139594","2141314","2142802","2144099","2145198"
"Sweden","9692137","9764949","9836003","9904895","9971630","10036391","10099270","10148250","10192706","10233151","10269998","10303501","10333810","10360917","10384740","10405095","10421886","10435188","10445350","10453092","10459326","10464778","10469750","10474289","10478559","10482648","10486664","10490658","10494701","10498751","10502666","10506350","10509760","10512793","10515163","10516470","10516417","10514875","10511846","10507152","10500670","10492305","10482009","10469852","10455985","10440635","10424024","10406222","10387289","10367495","10347144","10326462","10305555","10284420","10263141","10241723","10220166","10198516","10176711","10154583","10131850","10108319","10083953","10058752","10032600","10005383","9977029","9947499","9916887","9885394","9853267","9820745","9787867","9754683","9721409","9688337","9655638","9623361","9591470","9559851","9528363","9496831","9465113","9433125","9400726","9367864","9334482"
"Switzerland","8206003","8296775","8379915","8455797","8525614","8591361","8654618","8703543","8748827","8790821","8829816","8865965","8899340","8929912","8957563","8982131","9003496","9021675","9036893","9049654","9060622","9070277","9078867","9086390","9092860","9098231","9102511","9105705","9107907","9109132","9109394","9108690","9107035","9104384","9100554","9095346","9088573","9080211","9070322","9058827","9045741","9031055","9014786","8997062","8978070","8958062","8937274","8915804","8893735","8871303","8848765","8826330","8804099","8782094","8760286","8738599","8716954","8695384","8673926","8652469","8630866","8609042","8586952","8564673","8542263","8519844","8497500","8475271","8453158","8431289","8409788","8388739","8368182","8348115","8328516","8309339","8290524","8272056","8253900","8236046","8218446","8201089","8183880","8166747","8149591","8132295","8114691"
"Syrian Arab Republic","18710711","17997411","17465567","17095669","16945062","17070132","17500657","18275704","19364807","20638284","21915483","23061978","24032609","24851109","25536687","26133770","26676568","27160354","27572027","27930399","28259956","28579598","28897511","29213938","29529920","29843473","30153278","30461823","30771863","31082038","31389906","31693480","31992463","32286946","32575591","32856824","33129325","33392348","33645424","33887672","34118287","34336625","34542283","34735045","34914719","35081223","35234590","35374868","35502328","35617633","35721625","35815093","35898558","35972504","36037841","36095588","36146647","36191652","36231138","36265852","36296560","36323920","36348388","36370315","36390099","36408123","36424617","36439738","36453500","36465835","36476582","36485509","36492502","36497266","36499168","36497418","36491331","36480386","36464246","36442624","36415253","36381782","36341789","36294671","36239759","36176246","36103178"
"Tajikistan","8252828","8454019","8663575","8880270","9100847","9321023","9537642","9749625","9957468","10161632","10363182","10563163","10761454","10958235","11155129","11354291","11557365","11764815","11976623","12193307","12415260","12642675","12875668","13113848","13356020","13600502","13845878","14091790","14337950","14583051","14825684","15064795","15299845","15530961","15758777","15984253","16208246","16430846","16652058","16872604","17093327","17314895","17537442","17760927","17985378","18210834","18437141","18664294","18892005","19119281","19344877","19567788","19787634","20004358","20217599","20427072","20632574","20833910","21031065","21224341","21414177","21600973","21784765","21965576","22143741","22319666","22493618","22665680","22835776","23003852","23169799","23333478","23494818","23653632","23809467","23961755","24109995","24253881","24393256","24528038","24658130","24783433","24903730","25018753","25128131","25231399","25328026"
"Thailand","68438748","68714519","68971313","69209817","69428454","69625581","69799978","69874506","69903779","69892286","69843822","69761484","69647671","69504055","69331714","69131296","68903423","68649184","68370562","68070607","67752905","67420164","67074014","66714392","66340052","65948810","65539073","65110858","64664974","64201478","63720542","63222376","62707286","62175536","61627412","61063232","60483428","59888626","59279615","58657259","58022534","57376488","56719993","56054133","55380633","54701395","54018128","53332000","52643898","51955094","51266808","50580114","49895805","49214585","48537272","47864642","47197290","46535643","45879813","45229548","44584344","43943765","43307768","42676254","42048625","41424083","40802010","40182205","39564626","38949028","38335184","37722986","37112484","36503827","35897215","35292936","34691330","34092844","33497973","32907280","32321455","31741217","31167394","30600862","30042630","29493723","28955302"
"The former Yugoslav Republic of Macedonia","2077780","2079335","2080746","2081996","2082957","2083458","2083380","2080024","2075548","2070027","2063550","2056182","2047959","2038939","2029106","2018501","2007131","1995026","1982250","1968897","1955097","1940914","1926431","1911647","1896597","1881293","1865719","1849923","1833940","1817742","1801409","1784947","1768352","1751628","1734760","1717721","1700489","1683055","1665405","1647527","1629388","1610942","1592189","1573134","1553804","1534192","1514329","1494221","1473884","1453342","1432633","1411797","1390851","1369819","1348748","1327639","1306568","1285529","1264556","1243684","1222940","1202368","1181964","1161762","1141771","1122014","1102488","1083202","1064162","1045377","1026839","1008542","990500","972680","955102","937710","920504","903485","886641","869960","853444","837088","820888","804820","788877","773032","757275"
"Timor-Leste","1174333","1196294","1219289","1243260","1267975","1293120","1318442","1343875","1369431","1395057","1420761","1446509","1472252","1497930","1523490","1548882","1574059","1598992","1623642","1648010","1672059","1695758","1719119","1742129","1764814","1787184","1809281","1831083","1852606","1873922","1895073","1916105","1937047","1957867","1978548","1999029","2019297","2039297","2059047","2078495","2097581","2116287","2134557","2152388","2169727","2186539","2202774","2218419","2233453","2247857","2261614","2274704","2287123","2298861","2309930","2320361","2330148","2339326","2347876","2355816","2363159","2369921","2376113","2381748","2386827","2391391","2395424","2398975","2402005","2404544","2406556","2408070","2409067","2409560","2409564","2409064","2408084","2406627","2404689","2402290","2399435","2396114","2392350","2388129","2383498","2378439","2372970"
"Togo","7137997","7323162","7509952","7698476","7889095","8082359","8278737","8478242","8680832","8886635","9095785","9308387","9524455","9743957","9966803","10192832","10421919","10653952","10888859","11126450","11366536","11608903","11853411","12099955","12348296","12598258","12849617","13102245","13356038","13610877","13866613","14123163","14380411","14638284","14896738","15155820","15415505","15675730","15936402","16197447","16458720","16720161","16981645","17243122","17504540","17765845","18027002","18287891","18548419","18808450","19067853","19326473","19584207","19840917","20096456","20350674","20603389","20854478","21103833","21351269","21596591","21839679","22080345","22318509","22554130","22787180","23017619","23245381","23470360","23692378","23911229","24126760","24338872","24547536","24752793","24954766","25153493","25348977","25541153","25729896","25915098","26096668","26274548","26448704","26619157","26785961","26949191"
"Tokelau","1217","1247","1276","1297","1318","1330","1350","1368","1378","1384","1397","1410","1424","1423","1427","1440","1448","1460","1467","1473","1476","1481","1486","1492","1496","1501","1503","1514","1517","1526","1528","1535","1539","1548","1557","1563","1569","1576","1580","1589","1589","1591","1598","1602","1604","1611","1614","1622","1618","1626","1623","1628","1628","1632","1630","1626","1631","1628","1628","1622","1623","1622","1623","1617","1616","1610","1598","1597","1590","1585","1584","1577","1570","1564","1562","1558","1551","1546","1540","1527","1514","1508","1500","1481","1472","1467","1456"
"Tonga","101023","100780","101143","102002","103199","104497","105697","106759","107748","108663","109594","110555","111551","112555","113571","114591","115616","116654","117691","118739","119771","120802","121825","122837","123837","124823","125784","126731","127661","128566","129456","130308","131135","131930","132714","133466","134173","134878","135555","136198","136831","137447","138045","138630","139203","139766","140307","140836","141349","141847","142321","142776","143207","143629","144021","144377","144707","144997","145261","145491","145677","145828","145937","146000","146037","146033","145981","145889","145769","145601","145396","145158","144887","144587","144255","143896","143508","143084","142648","142176","141678","141170","140627","140068","139471","138887","138261"
"Trinidad and Tobago","1362337","1370332","1377563","1384060","1389841","1394969","1399491","1401722","1402873","1403049","1402363","1400891","1398701","1395870","1392426","1388396","1383799","1378694","1373114","1367159","1360881","1354368","1347647","1340721","1333574","1326174","1318485","1310506","1302260","1293711","1284860","1275687","1266202","1256389","1246268","1235824","1225072","1214017","1202672","1191023","1179132","1166994","1154630","1142029","1129242","1116253","1103088","1089784","1076320","1062735","1049019","1035203","1021300","1007312","993278","979216","965134","951066","937024","923009","909059","895193","881437","867760","854203","840768","827453","814275","801230","788308","775490","762795","750205","737711","725298","712958","700676","688440","676245","664097","652009","639971","627995","616071","604196","592369","580572"
"Tunisia","11063195","11179951","11303942","11433438","11565203","11694721","11818618","11935764","12046656","12151571","12251378","12346748","12437545","12523465","12604850","12682140","12755764","12825887","12892689","12956626","13018213","13077877","13135782","13192095","13246987","13300649","13353180","13404685","13455107","13504298","13551992","13597958","13642137","13684397","13724458","13761964","13796600","13828255","13856859","13882252","13904278","13922832","13937901","13949462","13957623","13962520","13964272","13962973","13958746","13951808","13942446","13930901","13917362","13901941","13884909","13866491","13846911","13826338","13804872","13782658","13759823","13736478","13712689","13688534","13664034","13639216","13614079","13588628","13562865","13536756","13510218","13483213","13455682","13427589","13398813","13369252","13338784","13307329","13274829","13241260","13206593","13170795","13133784","13095522","13055921","13014883","12972285"
"Turkey","77229262","78529413","79827868","81116451","82340090","83429607","84339067","84695399","85031830","85346863","85640399","85913698","86169505","86411902","86646072","86877718","87111655","87350115","87591380","87829180","88054420","88260145","88444067","88607046","88748986","88870700","88972619","89053680","89112462","89148682","89162221","89152744","89119807","89062487","88979325","88868573","88728836","88559620","88360712","88131344","87870800","87578660","87254908","86899993","86514673","86100061","85657285","85187017","84690206","84168678","83624609","83059917","82475806","81873189","81253362","80617594","79967012","79302583","78625149","77935530","77234454","76522582","75800538","75068825","74327595","73576849","72816614","72047266","71269150","70482325","69686741","68882495","68069862","67249216","66420843","65584998","64742045","63892435","63036688","62175375","61309149","60438665","59564627","58687764","57808825","56928559","56047785"
"Turkmenistan","5466324","5565283","5662371","5757667","5850902","5942094","6031187","6117933","6201947","6283194","6361719","6437594","6510793","6581394","6649838","6716674","6782360","6847035","6910773","6973840","7036517","7099006","7161383","7223643","7285684","7347367","7408523","7469100","7529004","7587899","7645365","7701108","7754960","7806839","7856621","7904142","7949276","7991980","8032249","8070123","8105717","8139143","8170424","8199635","8226965","8252640","8276875","8299764","8321358","8341802","8361212","8379689","8397307","8414100","8430090","8445282","8459678","8473292","8486126","8498100","8509131","8519107","8528049","8535941","8542755","8548493","8553166","8556736","8559213","8560584","8560854","8560025","8558101","8555089","8550987","8545763","8539453","8532045","8523568","8514062","8503550","8492060","8479642","8466328","8452162","8437155","8421349"
"Turks and Caicos Islands","35371","35979","36558","37116","37667","38194","38718","39226","39744","40250","40746","41235","41721","42204","42674","43144","43604","44060","44509","44946","45368","45781","46180","46567","46947","47302","47643","47978","48290","48584","48873","49141","49394","49639","49861","50068","50270","50453","50620","50789","50933","51068","51199","51315","51431","51526","51623","51706","51780","51862","51926","51990","52053","52113","52160","52217","52266","52308","52356","52409","52457","52499","52551","52587","52633","52687","52730","52775","52825","52878","52923","52962","53012","53064","53111","53155","53204","53244","53284","53328","53369","53411","53447","53481","53527","53562","53609"
"Tuvalu","10973","11099","11232","11365","11505","11655","11792","11925","12060","12211","12341","12477","12615","12750","12882","13023","13164","13299","13438","13584","13720","13858","14001","14142","14285","14421","14570","14716","14854","14995","15136","15283","15421","15562","15702","15841","15980","16115","16250","16386","16514","16635","16773","16895","17020","17145","17266","17383","17501","17616","17731","17843","17943","18051","18148","18248","18348","18443","18531","18623","18711","18797","18880","18958","19044","19113","19189","19261","19324","19386","19444","19502","19556","19603","19655","19703","19737","19784","19824","19846","19885","19914","19938","19965","19979","19990","20008"
"Uganda","36911530","38225447","39649173","41166588","42729032","44269587","45741000","47123533","48432873","49700758","50976034","52294284","53663607","55072388","56513004","57971644","59437922","60910942","62394063","63885707","65384422","66888902","68397615","69909277","71423082","72938419","74454613","75970663","77485440","78998004","80507411","82012733","83513084","85007558","86495274","87975344","89446901","90908996","92360793","93801695","95231139","96648517","98053088","99443881","100819578","102178700","103519994","104842546","106145728","107428837","108691293","109932491","111151721","112348325","113522004","114672527","115799575","116902694","117981255","119034527","120061672","121061987","122035043","122980470","123897680","124786044","125645106","126474532","127274225","128044284","128784881","129496232","130178418","130831460","131455454","132050543","132616871","133154728","133664448","134146435","134601141","135029021","135430608","135806425","136157016","136482970","136784876"
"Ukraine","45111530","44921636","44713708","44487708","44246158","43993643","43733759","43416407","43083771","42738389","42382422","42017661","41645446","41266779","40882304","40492407","40097479","39698166","39295592","38891500","38487917","38086355","37687673","37291812","36898283","36506108","36114527","35723487","35333164","34943284","34553496","34163522","33773167","33382263","32990592","32597890","32203978","31808765","31412180","31013983","30613917","30211843","29807811","29401982","28994603","28585959","28176402","27766202","27355716","26945520","26536297","26128688","25723141","25320076","24920132","24524034","24132394","23745606","23364022","22988125","22618387","22255183","21898712","21549090","21206401","20870681","20541871","20219939","19904689","19595760","19292657","18994908","18702258","18414391","18130689","17850409","17572918","17297806","17024823","16753821","16484707","16217317","15951449","15686865","15423223","15160101","14897041"
"United Arab Emirates","9214182","9262896","9360975","9487206","9630966","9770526","9890400","9965757","10036615","10104386","10169547","10231698","10289390","10340275","10381322","10409034","10420509","10414447","10392050","10357395","10316383","10273428","10229959","10185317","10139406","10091515","10041130","9989236","9936570","9882063","9824139","9762028","9695186","9625026","9555096","9490144","9433626","9386795","9348822","9318297","9292868","9270692","9251433","9235394","9221859","9210112","9199508","9189714","9180464","9171454","9162376","9153094","9143353","9133179","9122955","9113261","9104537","9096874","9090225","9084697","9080409","9077412","9075740","9075392","9076283","9078294","9081316","9085290","9090105","9095585","9101511","9107688","9114004","9120304","9126415","9132124","9137237","9141628","9145177","9147859","9149593","9150327","9150009","9148559","9145913","9141961","9136621"
"United Kingdom","65423048","65860149","66297944","66727463","67141678","67530161","67886004","68104082","68294020","68459105","68602068","68725108","68829891","68917560","68988765","69043881","69083287","69107851","69119214","69119972","69113266","69101489","69085761","69066166","69042741","69015064","68982710","68945734","68904063","68856814","68802851","68741087","68671221","68592760","68504259","68403978","68290652","68163846","68023700","67870174","67703459","67523878","67331595","67127190","66912026","66687889","66456332","66217946","65973342","65723973","65471467","65217083","64961550","64704987","64447137","64187441","63925408","63661168","63394828","63125829","62853376","62576928","62296379","62011872","61723486","61431379","61135780","60836717","60534399","60229493","59922816","59615027","59306388","58996978","58687055","58376833","58066460","57756001","57445427","57134665","56823549","56511888","56199456","55885955","55571078","55254460","54935689"
"United Republic of Tanzania","49960563","51482638","53049231","54660345","56313444","58005461","59734213","61498438","63298542","65136238","67014130","68934158","70896455","72900344","74946005","77033507","79162723","81333631","83545744","85797818","88088210","90415594","92779265","95178820","97613616","100083042","102586531","105123209","107692469","110294284","112928855","115596019","118295582","121026504","123786862","126574269","129386845","132223426","135083930","137968933","140879580","143816532","146779370","149766980","152778527","155812936","158869156","161946425","165043858","168160053","171293401","174442474","177605953","180782903","183972685","187174836","190388642","193613244","196847164","200088320","203334302","206583071","209833020","213083313","216333533","219583686","222833364","226081611","229326843","232567366","235801255","239026710","242242670","245448064","248641161","251820100","254983366","258129947","261259247","264371005","267465137","270541558","273600131","276640717","279663069","282666891","285651846"
"United States of America","318673422","320878312","323015992","325084758","327096263","329064917","331002647","332509394","333915050","335226057","336448696","337589060","338653080","339646522","340574926","341443486","342256816","343018607","343731407","344396448","345014045","345584449","346109438","346590127","347025057","347411841","347748916","348036207","348274892","348466136","348611581","348712576","348770174","348784790","348756364","348684594","348569657","348412425","348214581","347978281","347706171","347400648","347063042","346694771","346298466","345877088","345433033","344967290","344480508","343974097","343449471","342907367","342348229","341771256","341174118","340553558","339906824","339233008","338531415","337799804","337035631","336236907","335402822","334533185","333627549","332685697","331707771","330694261","329646027","328564244","327450421","326306331","325133270","323933326","322710257","321468571","320212175","318943896","317665662","316378893","315084883","313785292","312482208","311178218","309876531","308580821","307295374"
