"Country","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099","2100"
"Serbia","8898284","8876777","8853963","8829623","8802741","8772228","8737370","8694351","8650843","8606743","8561926","8516298","8469762","8422229","8373600","8323829","8272862","8220676","8167258","8112684","8056974","8000233","7942468","7883755","7824205","7763993","7703254","7642052","7580447","7518539","7456447","7394279","7332075","7269857","7207619","7145324","7082937","7020498","6957961","6895286","6832359","6769128","6705555","6641636","6577378","6512749","6447755","6382385","6316652","6250579","6184231","6117625","6050795","5983767","5916579","5849279","5781902","5714513","5647116","5579764","5512517","5445394","5378445","5311723","5245252","5179116","5113358","5048003","4983087","4918642","4854699","4791279","4728409","4666105","4604353","4543146","4482502","4422409","4362844","4303827","4245336","4187353","4129876","4072868","4016312","3960158","3904370"
"Seychelles","94214","94981","95711","96418","97094","97741","98340","99015","99669","100317","100944","101575","102186","102785","103384","103989","104583","105183","105779","106370","106942","107520","108068","108604","109121","109615","110105","110572","111033","111470","111894","112306","112695","113077","113437","113796","114140","114475","114807","115113","115443","115762","116078","116415","116742","117060","117400","117740","118099","118460","118823","119198","119581","119977","120384","120797","121224","121665","122110","122561","123034","123512","123998","124498","124996","125511","126035","126564","127097","127638","128185","128744","129301","129851","130416","130970","131536","132095","132644","133192","133752","134294","134825","135362","135889","136406","136921"
"Sierra Leone","7017153","7171909","7328846","7488427","7650149","7813207","7976985","8150216","8328104","8509967","8695260","8883564","9074666","9268470","9464996","9664356","9866659","10071824","10279525","10489105","10699770","10910920","11122247","11333819","11545819","11758603","11972456","12187346","12403146","12619851","12837479","13055972","13275341","13495518","13716522","13938369","14160990","14384361","14608371","14832892","15057761","15282830","15507992","15733119","15958049","16182586","16406575","16629881","16852395","17073960","17294382","17513511","17731248","17947533","18162312","18375539","18587200","18797243","19005624","19212401","19417629","19621367","19823601","20024320","20223531","20421264","20617504","20812257","21005502","21197246","21387461","21576155","21763305","21948897","22132804","22314911","22495106","22673358","22849669","23024063","23196617","23367363","23536319","23703496","23868878","24032437","24194108"
"Singapore","5525628","5592143","5653625","5708042","5757503","5804343","5850343","5897567","5943537","5988014","6030805","6071719","6110602","6147324","6181749","6213786","6243354","6270393","6294812","6316572","6335603","6351869","6365380","6376164","6384259","6389785","6392819","6393448","6391723","6387793","6381791","6373869","6364138","6352674","6339638","6325158","6309363","6292363","6274253","6255142","6235172","6214420","6192994","6170955","6148335","6125164","6101461","6077282","6052681","6027695","6002326","5976621","5950610","5924359","5897880","5871192","5844334","5817332","5790267","5763170","5736162","5709301","5682651","5656216","5630045","5604157","5578575","5553321","5528435","5503941","5479843","5456144","5432880","5410083","5387770","5365939","5344631","5323856","5303671","5284104","5265231","5247085","5229715","5213182","5197524","5182798","5169044"
"Sint Maarten (Dutch part)","38872","39967","40812","41444","41936","42389","42882","43421","43970","44540","45091","45632","46145","46656","47149","47614","48074","48515","48949","49366","49769","50156","50529","50890","51246","51594","51933","52267","52594","52913","53236","53545","53853","54147","54440","54734","55024","55307","55582","55859","56126","56410","56667","56926","57200","57459","57711","57981","58229","58500","58755","59026","59289","59547","59816","60093","60369","60646","60938","61221","61508","61797","62085","62383","62678","62977","63271","63570","63870","64167","64463","64764","65053","65339","65633","65931","66218","66512","66812","67103","67395","67694","67996","68298","68604","68904","69222"
"Slovakia","5428798","5435614","5442001","5447903","5453017","5457012","5459643","5459318","5457269","5453525","5448087","5440989","5432221","5421776","5409690","5395950","5380566","5363582","5345066","5325164","5303964","5281607","5258179","5233751","5208455","5182454","5155857","5128750","5101207","5073278","5045080","5016640","4987995","4959191","4930217","4901071","4871732","4842191","4812450","4782412","4751988","4721073","4689654","4657727","4625212","4592056","4558195","4523631","4488405","4452524","4416048","4379024","4341499","4303545","4265291","4226916","4188538","4150256","4112134","4074304","4036894","4000006","3963702","3928065","3893140","3858969","3825618","3793121","3761464","3730647","3700627","3671391","3642886","3615118","3587987","3561438","3535392","3509775","3484546","3459648","3435025","3410606","3386337","3362116","3337852","3313434","3288741"
"Slovenia","2067488","2071199","2074205","2076395","2077836","2078654","2078932","2078605","2077579","2075922","2073677","2070918","2067677","2063994","2059919","2055488","2050726","2045649","2040302","2034715","2028912","2022906","2016736","2010381","2003864","1997157","1990291","1983242","1976021","1968624","1960996","1953163","1945087","1936799","1928294","1919590","1910702","1901623","1892380","1882941","1873363","1863634","1853754","1843766","1833660","1823472","1813222","1802917","1792582","1782244","1771937","1761679","1751477","1741381","1731401","1721550","1711870","1702354","1693029","1683927","1675066","1666471","1658145","1650102","1642361","1634927","1627813","1621034","1614559","1608387","1602490","1596865","1591470","1586313","1581329","1576504","1571809","1567195","1562642","1558127","1553630","1549132","1544578","1539967","1535230","1530343","1525251"
"Solomon Islands","587079","603133","619438","636030","652856","669821","686878","704769","723026","741635","760609","779950","799671","819786","840356","861387","882908","904948","927492","950504","973939","997766","1021975","1046565","1071530","1096906","1122663","1148805","1175330","1202257","1229596","1257355","1285528","1314139","1343189","1372680","1402615","1433010","1463855","1495145","1526826","1558902","1591349","1624198","1657424","1691062","1725114","1759607","1794504","1829796","1865489","1901570","1938016","1974848","2012051","2049649","2087655","2126045","2164804","2203942","2243430","2283260","2323422","2363903","2404677","2445740","2487058","2528609","2570398","2612423","2654670","2697133","2739800","2782682","2825730","2868944","2912287","2955766","2999364","3043073","3086883","3130806","3174810","3218894","3263055","3307274","3351532"
"Somalia","13423571","13797204","14185635","14589165","15008225","15442906","15893219","16374586","16879738","17406563","17953317","18518642","19101627","19701773","20318878","20953030","21604285","22272371","22956442","23654958","24366026","25088243","25821186","26565175","27320750","28088777","28870110","29664914","30473535","31297212","32137515","32995659","33872128","34767076","35681077","36614690","37568208","38541784","39535182","40547821","41578831","42627417","43693206","44775754","45873905","46986366","48112023","49250281","50400780","51562937","52736225","53920186","55114564","56319166","57534001","58759131","59994718","61240551","62496732","63764072","65043677","66336305","67642124","68960764","70291867","71634813","72989038","74354210","75730019","77115934","78511355","79915688","81328365","82748800","84176160","85609529","87048074","88491059","89937845","91387870","92840551","94295304","95751462","97208271","98664984","100120704","101574531"
"South Africa","54544184","55386369","56207649","57009751","57792520","58558267","59308690","60115453","60932860","61756958","62584677","63413879","64243415","65073038","65903298","66735277","67569938","68407216","69245554","70081462","70910359","71729022","72536085","73332392","74119747","74901032","75678509","76452534","77222775","77989793","78754179","79516369","80276706","81035370","81792303","82547312","83300207","84051080","84799920","85546360","86289938","87030290","87767337","88501118","89231538","89958516","90682084","91402315","92119361","92833278","93544194","94252285","94957770","95661089","96362863","97063911","97764919","98466240","99168295","99871851","100577834","101286922","101999486","102715652","103435527","104159116","104886355","105617307","106351878","107089745","107830409","108573470","109318699","110065917","110814655","111564418","112314745","113065357","113816064","114566729","115317289","116067604","116817564","117566965","118315604","119063193","119809452"
"South Sudan","10554882","10715657","10832520","10910774","10975924","11062114","11193729","11448060","11713522","11988587","12272117","12563349","12861936","13167891","13481552","13803450","14134004","14473196","14820245","15173481","15530727","15890338","16251635","16614822","16980144","17348215","17719527","18094051","18471599","18852420","19236772","19624944","20016948","20412890","20813019","21217694","21627133","22041359","22460250","22883675","23311378","23743134","24178776","24618087","25060622","25505861","25953328","26402786","26853996","27306485","27759724","28213290","28666927","29120583","29574261","30028135","30482307","30936701","31391268","31846135","32301490","32757492","33214091","33671234","34128955","34587245","35046098","35505490","35965251","36425108","36884644","37343528","37801595","38258719","38714849","39169939","39623940","40076699","40527998","40977631","41425328","41870859","42314031","42754668","43192607","43627755","44060025"
"Spain","46777927","46671919","46634131","46647425","46692863","46736782","46754783","46725727","46684782","46632666","46570173","46498063","46417112","46328119","46231826","46128996","46020278","45906084","45786655","45661901","45531541","45395382","45253286","45105286","44951348","44791469","44625497","44453244","44274280","44087820","43892907","43688666","43474857","43251177","43016807","42770842","42512622","42242007","41959182","41664330","41357787","41040028","40711393","40372541","40024468","39668424","39305620","38936991","38563441","38186142","37806270","37425083","37043579","36662920","36284612","35910274","35541364","35178743","34823236","34476227","34139151","33813105","33498580","33195631","32904216","32624101","32354862","32096342","31848015","31608473","31375971","31148953","30926656","30708500","30493261","30279693","30066732","29853611","29639847","29425148","29209308","28992155","28773473","28553058","28330630","28105896","27878517"
"Sri Lanka","20788512","20908024","21021177","21128028","21228760","21323734","21413250","21521775","21632071","21742929","21853422","21962972","22071321","22178555","22284977","22391146","22497444","22603864","22709770","22813731","22913884","23008802","23097967","23181551","23259667","23332653","23400859","23464318","23523030","23577271","23627420","23673860","23716766","23756498","23793697","23829171","23863585","23897249","23930290","23962993","23995577","24028221","24061072","24094120","24127156","24159812","24191795","24223039","24253530","24283015","24311169","24337751","24362717","24386097","24407910","24428232","24447135","24464683","24480982","24496396","24511286","24526034","24540755","24555554","24570684","24586483","24603160","24620795","24639352","24658758","24678827","24699398","24720423","24741763","24763122","24784069","24804298","24823572","24841753","24858811","24874649","24889207","24902335","24913837","24923477","24930946","24935897"
"Sudan","37977657","38902948","39847433","40813398","41801532","42813237","43849269","44962662","46114154","47300094","48517565","49764389","51039176","52341272","53670683","55027812","56412866","57825247","59262935","60722279","62198632","63688483","65190254","66703921","68229435","69767383","71318262","72881837","74457873","76046994","77650040","79267826","80900851","82549556","84214806","85897626","87598900","89318899","91058185","92818270","94600999","96407607","98238469","100093026","101970412","103869230","105788212","107726712","109684027","111658657","113648816","115652885","117669905","119698935","121738423","123786721","125842461","127904785","129973179","132047077","134126043","136209788","138297950","140390492","142487891","144590912","146700198","148815858","150938037","153067381","155204702","157350602","159505239","161668617","163840882","166022153","168212418","170411462","172618957","174834405","177057220","179286743","181522225","183762867","186007816","188256126","190506809"
"Sudan (former)","48532539","49618605","50679953","51724172","52777456","53875351","55042998","56410722","57827676","59288681","60789682","62327738","63901112","65509163","67152235","68831262","70546870","72298443","74083180","75895760","77729359","79578821","81441889","83318743","85209579","87115598","89037789","90975888","92929472","94899414","96886812","98892770","100917799","102962446","105027825","107115320","109226033","111360258","113518435","115701945","117912377","120150741","122417245","124711113","127031034","129375091","131741540","134129498","136538023","138965142","141408540","143866175","146336832","148819518","151312684","153814856","156324768","158841486","161364447","163893212","166427533","168967280","171512041","174061726","176616846","179178157","181746296","184321348","186903288","189492489","192089346","194694130","197306834","199927336","202555731","205192092","207836358","210488161","213146955","215812036","218482548","221157602","223836256","226517535","229200423","231883881","234566834"
"Suriname","553278","559136","564883","570501","575987","581363","586634","592499","598478","604545","610646","616748","622842","628921","634973","641011","647014","652990","658909","664769","670488","676059","681485","686737","691847","696829","701714","706509","711197","715808","720323","724789","729182","733518","737830","742095","746364","750627","754888","759150","763402","767652","771900","776149","780382","784620","788848","793068","797288","801477","805641","809760","813816","817837","821820","825738","829632","833478","837284","841052","844784","848469","852127","855750","859345","862941","866512","870098","873661","877227","880802","884385","887952","891535","895127","898714","902303","905897","909479","913064","916639","920211","923763","927300","930817","934314","937769"
"Swaziland","1095022","1104038","1113994","1124808","1136274","1148133","1160164","1174135","1188867","1204147","1219863","1236040","1252783","1270340","1289025","1309246","1331313","1355358","1381219","1408390","1436159","1463977","1491689","1519335","1546972","1574722","1602684","1630807","1658998","1687241","1715480","1743709","1771895","1800046","1828164","1856238","1884305","1912354","1940350","1968324","1996279","2024189","2052073","2079920","2107731","2135450","2163078","2190623","2218055","2245384","2272612","2299717","2326708","2353580","2380340","2406950","2433441","2459799","2486002","2512090","2538094","2564021","2589856","2615621","2641300","2666899","2692410","2717829","2743165","2768425","2793581","2818663","2843667","2868592","2893415","2918134","2942740","2967232","2991589","3015857","3040021","3064078","3088067","3111960","3135767","3159496","3183128"
"Sweden","9692137","9764949","9836003","9904895","9971630","10036391","10099270","10159542","10218408","10275934","10332127","10386943","10440286","10491979","10541879","10589783","10635512","10679084","10720634","10760541","10799288","10837332","10874794","10911772","10948518","10985361","11022524","11060135","11098217","11136780","11175771","11215130","11254859","11294939","11335155","11375262","11415045","11454441","11493426","11531881","11569722","11606837","11643220","11678874","11713884","11748355","11782385","11815995","11849239","11882316","11915436","11948782","11982411","12016311","12050530","12085088","12119963","12155191","12190722","12226385","12261931","12297183","12332121","12366742","12400952","12434661","12467823","12500412","12532517","12564313","12596107","12628107","12660357","12692886","12725909","12759679","12794358","12829968","12866460","12903691","12941489","12979662","13018052","13056511","13094878","13133046","13170904"
"Switzerland","8206003","8296775","8379915","8455797","8525614","8591361","8654618","8712190","8768682","8823992","8878041","8930690","8981818","9031275","9078865","9124445","9167886","9209112","9248148","9285161","9320365","9353949","9385996","9416512","9445631","9473519","9500314","9526065","9550820","9574629","9597555","9619631","9640902","9661381","9680983","9699580","9717060","9733471","9748850","9763231","9776640","9789138","9800734","9811547","9821752","9831578","9841229","9850794","9860309","9869900","9879705","9889825","9900317","9911184","9922356","9933694","9945114","9956620","9968220","9979826","9991312","10002611","10013679","10024611","10035485","10046451","10057646","10069097","10080835","10092996","10105728","10119125","10133257","10148118","10163669","10179895","10196725","10214150","10232104","10250582","10269525","10288872","10308538","10328414","10348373","10368261","10387895"
"Syrian Arab Republic","18710711","17997411","17465567","17095669","16945062","17070132","17500657","18826654","20054075","21196511","22264125","23263627","24198009","25066869","25866926","26593154","27241896","27814262","28319046","28774010","29202326","29621979","30040726","30459073","30878700","31298694","31718545","32140942","32568555","33000435","33434487","33869008","34303895","34739318","35174032","35606471","36035297","36459822","36879521","37293411","37700477","38099876","38491152","38874025","39248083","39612990","39968587","40314834","40651962","40980590","41301521","41615555","41923163","42224836","42521577","42814517","43104668","43392680","43679106","43964789","44250600","44537299","44825314","45115015","45406773","45700942","45997755","46297296","46599527","46904286","47211237","47520057","47830520","48142268","48454557","48766450","49077122","49386001","49692639","49996728","50297958","50595928","50890140","51179969","51464655","51743312","52014940"
"Tajikistan","8252828","8454019","8663575","8880270","9100847","9321023","9537642","9768275","9994225","10217159","10438673","10660305","10883511","11109692","11340161","11576075","11818489","12068085","12325266","12589976","12861930","13140809","13426631","13719227","14017791","14321254","14628690","14939875","15254549","15571721","15890257","16209347","16528634","16848325","17169106","17491982","17817801","18146721","18478798","18814729","19155315","19501159","19852421","20209056","20571052","20938322","21310672","21688120","22070346","22456403","22845028","23235268","23626758","24019449","24413097","24807502","25202581","25598151","25994233","26391198","26789556","27189774","27591908","27995950","28402244","28811173","29222964","29637661","30055162","30475318","30897947","31322807","31749760","32178579","32608666","33039310","33469925","33900079","34329571","34758262","35186037","35612733","36038092","36461793","36883369","37302271","37717865"
"Thailand","68438748","68714519","68971313","69209817","69428454","69625581","69799978","69968124","70122891","70263182","70387985","70496440","70587830","70661561","70717131","70754182","70772393","70771419","70750882","70710338","70649292","70567455","70464677","70341104","70196949","70032614","69848478","69644869","69422144","69180759","68921260","68644226","68350271","68040096","67714538","67374467","67020836","66654446","66276214","65887248","65488751","65081899","64667578","64246694","63820416","63389950","62956397","62520626","62083330","61645187","61206782","60768688","60331394","59895403","59461290","59029628","58600821","58175166","57752759","57333483","56917073","56503302","56092178","55683662","55277308","54872598","54469113","54066721","53665409","53265003","52865384","52466527","52068400","51671130","51274815","50879593","50485674","50093317","49702847","49314617","48929060","48546652","48167898","47793351","47423635","47059400","46701343"
"The former Yugoslav Republic of Macedonia","2077780","2079335","2080746","2081996","2082957","2083458","2083380","2082944","2082035","2080641","2078723","2076280","2073281","2069704","2065532","2060773","2055393","2049424","2042844","2035702","2028013","2019803","2011093","2001922","1992322","1982359","1972055","1961485","1950639","1939549","1928278","1916827","1905232","1893499","1881628","1869634","1857512","1845255","1832877","1820359","1807668","1794802","1781744","1768505","1755076","1741454","1727626","1713595","1699370","1684963","1670383","1655628","1640724","1625688","1610537","1595291","1579993","1564648","1549286","1533939","1518652","1503463","1488383","1473449","1458673","1444070","1429671","1415480","1401498","1387743","1374203","1360901","1347799","1334932","1322272","1309763","1297415","1285220","1273147","1261193","1249335","1237576","1225880","1214238","1202612","1190968","1179280"
"Timor-Leste","1174333","1196294","1219289","1243260","1267975","1293120","1318442","1345159","1372786","1401150","1430084","1459458","1489166","1519147","1549368","1579796","1610438","1641239","1672122","1702942","1733606","1763956","1793959","1823645","1853063","1882258","1911325","1940257","1969079","1997883","2026801","2055907","2085253","2114836","2144657","2174729","2205050","2235599","2266380","2297330","2328399","2359553","2390720","2421892","2452982","2483878","2514526","2544874","2574877","2604499","2633678","2662378","2690574","2718254","2745440","2772171","2798463","2824311","2849744","2874800","2899524","2923971","2948147","2972069","2995757","3019279","3042646","3065879","3088982","3111928","3134702","3157282","3179661","3201833","3223783","3245475","3266912","3288042","3308874","3329404","3349612","3369501","3389056","3408249","3427084","3445522","3463549"
"Togo","7137997","7323162","7509952","7698476","7889095","8082359","8278737","8486772","8702491","8925154","9154214","9389253","9630046","9876483","10128640","10386646","10650616","10920447","11195806","11475967","11760065","12047405","12337692","12630998","12927419","13227189","13530491","13837313","14147639","14461604","14779415","15101270","15427201","15757253","16091570","16430359","16773737","17121743","17474344","17831438","18192841","18558408","18928090","19301808","19679468","20060946","20446115","20834871","21227142","21622743","22021557","22423414","22828234","23235903","23646367","24059532","24475351","24893709","25314538","25737768","26163282","26591015","27020856","27452740","27886654","28322677","28760750","29200891","29642921","30086600","30531641","30977821","31424948","31872983","32321908","32771769","33222554","33674192","34126501","34579312","35032396","35485566","35938658","36391549","36844136","37296366","37748210"
"Tokelau","1217","1247","1276","1297","1318","1330","1350","1368","1378","1384","1397","1410","1424","1423","1427","1440","1448","1460","1467","1473","1476","1481","1486","1492","1496","1501","1503","1514","1517","1526","1528","1535","1539","1548","1557","1563","1569","1576","1580","1589","1589","1591","1598","1602","1604","1611","1614","1622","1618","1626","1623","1628","1628","1632","1630","1626","1631","1628","1628","1622","1623","1622","1623","1617","1616","1610","1598","1597","1590","1585","1584","1577","1570","1564","1562","1558","1551","1546","1540","1527","1514","1508","1500","1481","1472","1467","1456"
"Tonga","101023","100780","101143","102002","103199","104497","105697","106757","107879","109038","110230","111471","112731","114029","115353","116724","118107","119538","120982","122473","123940","125413","126875","128329","129774","131208","132620","134026","135417","136809","138179","139522","140856","142194","143506","144835","146134","147465","148790","150127","151477","152846","154244","155656","157088","158538","160005","161479","162965","164464","165952","167444","168933","170408","171873","173321","174747","176144","177509","178862","180187","181481","182750","183982","185200","186400","187584","188737","189884","191001","192119","193221","194320","195425","196510","197590","198677","199748","200822","201874","202931","203976","205012","206040","207034","208026","208990"
"Trinidad and Tobago","1362337","1370332","1377563","1384060","1389841","1394969","1399491","1403804","1407501","1410655","1413276","1415417","1417120","1418402","1419314","1419873","1420103","1420051","1419680","1419063","1418174","1417026","1415636","1413997","1412115","1409973","1407555","1404860","1401891","1398662","1395148","1391359","1387303","1382963","1378391","1373568","1368521","1363263","1357795","1352146","1346309","1340322","1334190","1327912","1321504","1314971","1308312","1301553","1294686","1287724","1280653","1273500","1266276","1258966","1251610","1244214","1236790","1229351","1221921","1214503","1207137","1199828","1192617","1185480","1178435","1171496","1164655","1157930","1151324","1144817","1138419","1132098","1125868","1119722","1113627","1107599","1101581","1095579","1089589","1083616","1077649","1071671","1065708","1059722","1053715","1047681","1041596"
"Tunisia","11063195","11179951","11303942","11433438","11565203","11694721","11818618","11951390","12081620","12209209","12334116","12456352","12575957","12693034","12807699","12920133","13030493","13138901","13245453","13350171","13453031","13554082","13653340","13751035","13847569","13943436","14039020","14134477","14229778","14324940","14419927","14514646","14609142","14703358","14797085","14890063","14982034","15072930","15162689","15251134","15338051","15423305","15506820","15588611","15668673","15747041","15823799","15898983","15972665","16044964","16116052","16186057","16255115","16323369","16391066","16458493","16525910","16593486","16661330","16729619","16798557","16868313","16938977","17010616","17083326","17157134","17232058","17308117","17385319","17463595","17542863","17623037","17704073","17785884","17868320","17951205","18034387","18117735","18201144","18284582","18367963","18451191","18534184","18616809","18698922","18780362","18860937"
"Turkey","77229262","78529413","79827868","81116451","82340090","83429607","84339067","84835212","85353233","85885961","86428593","86978777","87536693","88104919","88688019","89291736","89920731","90576169","91253603","91942040","92626548","93295799","93945378","94576308","95189409","95787538","96372662","96943838","97499199","98038894","98563311","99072735","99567061","100046069","100509711","100957957","101390765","101808164","102210121","102596489","102967115","103321911","103660937","103984332","104292150","104584417","104861268","105122933","105369775","105602234","105820815","106026067","106218464","106398530","106566909","106724318","106871440","107008868","107137231","107257428","107370427","107477100","107578060","107673800","107764938","107852073","107935728","108016364","108094323","108169832","108243026","108314071","108383202","108450612","108516395","108580508","108642999","108703948","108763457","108821685","108878779","108934815","108989897","109044013","109097151","109149255","109200190"
"Turkmenistan","5466324","5565283","5662371","5757667","5850902","5942094","6031187","6128128","6222874","6315707","6406876","6496680","6585385","6673287","6760667","6847808","6934978","7022318","7109957","7197890","7286037","7374379","7462877","7551608","7640607","7729921","7819582","7909572","7999784","8089968","8179784","8268972","8357433","8445145","8531986","8617845","8702642","8786345","8868942","8950502","9031123","9110908","9189861","9268087","9345668","9422786","9499593","9576144","9652518","9728769","9805019","9881339","9957773","10034346","10111076","10187970","10265022","10342273","10419684","10497198","10574715","10652176","10729549","10806822","10883968","10961006","11037929","11114697","11191302","11267723","11343931","11419946","11495727","11571258","11646519","11721470","11796080","11870343","11944240","12017788","12091010","12163880","12236428","12308642","12380530","12452086","12523304"
"Turks and Caicos Islands","35371","35979","36558","37116","37667","38194","38718","39226","39744","40250","40746","41235","41721","42204","42674","43144","43604","44060","44509","44946","45368","45781","46180","46567","46947","47302","47643","47978","48290","48584","48873","49141","49394","49639","49861","50068","50270","50453","50620","50789","50933","51068","51199","51315","51431","51526","51623","51706","51780","51862","51926","51990","52053","52113","52160","52217","52266","52308","52356","52409","52457","52499","52551","52587","52633","52687","52730","52775","52825","52878","52923","52962","53012","53064","53111","53155","53204","53244","53284","53328","53369","53411","53447","53481","53527","53562","53609"
"Tuvalu","10973","11099","11232","11365","11505","11655","11792","11925","12060","12211","12341","12477","12615","12750","12882","13023","13164","13299","13438","13584","13720","13858","14001","14142","14285","14421","14570","14716","14854","14995","15136","15283","15421","15562","15702","15841","15980","16115","16250","16386","16514","16635","16773","16895","17020","17145","17266","17383","17501","17616","17731","17843","17943","18051","18148","18248","18348","18443","18531","18623","18711","18797","18880","18958","19044","19113","19189","19261","19324","19386","19444","19502","19556","19603","19655","19703","19737","19784","19824","19846","19885","19914","19938","19965","19979","19990","20008"
"Uganda","36911530","38225447","39649173","41166588","42729032","44269587","45741000","47040457","48397707","49806437","51261283","52757842","54292709","55863420","57468355","59106503","60776822","62477522","64205482","65956043","67723637","69504018","71294697","73095379","74906841","76730999","78569197","80421001","82285401","84162655","86053144","87957079","89874247","91804236","93746738","95701379","97667673","99645067","101632859","103630335","105636641","107650882","109672315","111699928","113732038","115766685","117802202","119837519","121871908","123904451","125934361","127960896","129983176","132000511","134012567","136019166","138020037","140014670","142002373","143982490","145954267","147917070","149870426","151813911","153746821","155668480","157578301","159475835","161360846","163233347","165093443","166941224","168776583","170599247","172408986","174205503","175988589","177758173","179514235","181256870","182986181","184702289","186405265","188095203","189772115","191436061","193086998"
"Ukraine","45111530","44921636","44713708","44487708","44246158","43993643","43733759","43468429","43196458","42918754","42636085","42349116","42058400","41764378","41467393","41167703","40865574","40561283","40255305","39948147","39640482","39332772","39025342","38718235","38411389","38104601","37797717","37490765","37183790","36876725","36569456","36261878","35953944","35645598","35336756","35027324","34717200","34406415","34094911","33782499","33468985","33154217","32838237","32521205","32203249","31884549","31565349","31245839","30926295","30607119","30288784","29971740","29656325","29342907","29031993","28724145","28419882","28119506","27823342","27531883","27245627","26965025","26690227","26421337","26158450","25901599","25650756","25405846","25166706","24932996","24704279","24480108","24260240","24044304","23831627","23621423","23413019","23205912","22999813","22794476","22589756","22385390","22181096","21976506","21771130","21564460","21355851"
"United Arab Emirates","9214182","9262896","9360975","9487206","9630966","9770526","9890400","9980424","10070977","10162681","10255380","10348112","10439026","10525501","10604283","10671760","10724917","10762245","10784563","10795406","10799945","10802172","10803168","10802254","10799450","10794287","10786464","10776924","10766305","10753543","10737039","10716031","10690020","10660464","10630922","10606192","10589743","10582894","10584868","10594450","10609491","10628325","10650696","10676886","10706288","10738210","10772045","10807487","10844235","10881897","10920076","10958503","10996893","11035223","11073742","11112880","11152953","11193986","11235869","11278675","11322419","11367163","11412879","11459517","11507004","11555250","11604150","11653613","11703547","11753788","11804168","11854488","11904648","11954519","12003950","12052772","12100816","12147974","12194128","12239195","12283094","12325726","12367017","12406872","12445194","12481872","12516814"
"United Kingdom","65423048","65860149","66297944","66727463","67141678","67530161","67886004","68177525","68461081","68736685","69004427","69264424","69516864","69761983","70000078","70231448","70456417","70675258","70888161","71095224","71296486","71492096","71682035","71866569","72046510","72222841","72396216","72566861","72734472","72898537","73058261","73212960","73362587","73506999","73645388","73776726","73900330","74016011","74124012","74224567","74318096","74405067","74485697","74560394","74630136","74696117","74759382","74820327","74879318","74937249","74995076","75053510","75112978","75173458","75234554","75295545","75355936","75415674","75474817","75532851","75589127","75643212","75695007","75744653","75792353","75838439","75883225","75926816","75969401","76011707","76054582","76098732","76144384","76191578","76240522","76291425","76344311","76399172","76455852","76514103","76573594","76633959","76694745","76755426","76815461","76874248","76931107"
"United Republic of Tanzania","49960563","51482638","53049231","54660345","56313444","58005461","59734213","61556741","63451107","65412179","67436193","69520628","71664390","73867696","76131824","78458853","80850528","83307154","85826619","88403940","91032531","93707630","96427662","99193942","102008406","104874230","107794103","110768374","113797170","116882904","120028389","123235821","126506569","129840757","133237816","136696527","140216111","143796421","147438231","151142644","154911155","158744750","162643578","166607004","170634115","174723589","178874258","183085746","187357618","191688525","196076876","200521424","205021234","209576116","214186342","218852610","223575300","228354307","233188872","238077967","243020276","248014752","253060525","258157510","263306484","268508711","273764827","279074526","284436531","289849254","295310658","300818918","306373184","311972536","317614986","323298209","329020392","334780401","340577719","346412254","352284079","358193233","364139626","370123016","376142953","382198864","388289989"
"United States of America","318673422","320878312","323015992","325084758","327096263","329064917","331002647","332860682","334731531","336602800","338465531","340314162","342146745","343964755","345772460","347575976","349380296","351186081","352986976","354768329","356510645","358199396","359829474","361403034","362921975","364391000","365814149","367192026","368524665","369815406","371068412","372287758","373476080","374636442","375773909","376894226","378002457","379101504","380193971","381284198","382376723","383475075","384581201","385695729","386818879","387950124","389088599","390234038","391385444","392540121","393694505","394845317","395990849","397129178","398256365","399367873","400459913","401530625","402578765","403602278","404599244","405568346","406508850","407420916","408305440","409163943","409998051","410808704","411597215","412366181","413118714","413857730","414584838","415301857","416012151","416719476","417426915","418136435","418849088","419565275","420285088","421008733","421736556","422469164","423207407","423952355","424705369"
"United States Virgin Islands","105107","104950","104829","104745","104672","104579","104423","104237","104027","103772","103487","103181","102843","102483","102108","101704","101280","100837","100388","99907","99414","98905","98367","97802","97220","96629","96008","95370","94716","94046","93354","92662","91958","91254","90537","89813","89087","88358","87623","86887","86148","85415","84682","83949","83219","82493","81783","81080","80382","79704","79022","78360","77713","77056","76415","75778","75142","74516","73891","73261","72621","71992","71344","70709","70047","69364","68689","68002","67298","66583","65858","65111","64357","63587","62810","62023","61232","60411","59599","58775","57941","57100","56245","55403","54556","53711","52863"
